textbox22,Textbox9
generated on 01/05/2022 04:23:29 UTC,Data from: All sites

Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Mongolia,Western Pacific Region of WHO,Eastern Asia,2006,47,2006-11-20,2006-11-26,,169,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2006,48,2006-11-27,2006-12-03,,151,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2006,49,2006-12-04,2006-12-10,,204,0,,0,,2,2,0,0,0,0,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2006,50,2006-12-11,2006-12-17,,169,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2006,51,2006-12-18,2006-12-24,,223,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2006,52,2006-12-25,2006-12-31,,136,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,1,2007-01-01,2007-01-07,,172,2,,0,,0,2,0,0,0,0,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,2,2007-01-08,2007-01-14,,162,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,3,2007-01-15,2007-01-21,,202,0,,0,,11,11,0,0,0,0,11,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,4,2007-01-22,2007-01-28,,215,0,,0,,11,11,0,0,0,0,11,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,5,2007-01-29,2007-02-04,,246,0,,0,,18,18,0,0,0,0,18,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,6,2007-02-05,2007-02-11,,218,0,,0,,28,28,0,0,0,0,28,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,7,2007-02-12,2007-02-18,,199,0,,0,,24,24,0,0,0,0,24,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,8,2007-02-19,2007-02-25,,145,0,,0,,10,10,0,0,0,0,10,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,9,2007-02-26,2007-03-04,,287,0,,0,,33,33,0,0,11,11,44,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,10,2007-03-05,2007-03-11,,280,0,,0,,10,10,0,0,46,46,56,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,11,2007-03-12,2007-03-18,,403,0,,0,,5,5,0,0,82,82,87,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,12,2007-03-19,2007-03-25,,341,0,,0,,1,1,0,0,57,57,58,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,13,2007-03-26,2007-04-01,,283,0,,0,,1,1,0,0,77,77,78,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,14,2007-04-02,2007-04-08,,290,0,,0,,0,0,0,0,13,13,13,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,15,2007-04-09,2007-04-15,,214,0,,0,,1,1,0,0,14,14,15,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,16,2007-04-16,2007-04-22,,193,0,,0,,0,0,0,0,9,9,9,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,17,2007-04-23,2007-04-29,,147,0,,0,,0,0,0,0,2,2,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,18,2007-04-30,2007-05-06,,109,0,,0,,0,0,0,0,2,2,2,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,19,2007-05-07,2007-05-13,,80,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,20,2007-05-14,2007-05-20,,103,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,21,2007-05-21,2007-05-27,,64,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,22,2007-05-28,2007-06-03,,65,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,23,2007-06-04,2007-06-10,,49,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,24,2007-06-11,2007-06-17,,40,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,25,2007-06-18,2007-06-24,,17,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,26,2007-06-25,2007-07-01,,41,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,27,2007-07-02,2007-07-08,,31,0,,0,,,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,28,2007-07-09,2007-07-15,,24,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,29,2007-07-16,2007-07-22,,16,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,30,2007-07-23,2007-07-29,,43,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,31,2007-07-30,2007-08-05,,58,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,32,2007-08-06,2007-08-12,,53,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,33,2007-08-13,2007-08-19,,7,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,34,2007-08-20,2007-08-26,,16,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,35,2007-08-27,2007-09-02,,32,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,36,2007-09-03,2007-09-09,,47,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,37,2007-09-10,2007-09-16,,67,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,38,2007-09-17,2007-09-23,,108,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,39,2007-09-24,2007-09-30,,110,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,40,2007-10-01,2007-10-07,,88,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,41,2007-10-08,2007-10-14,,36,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,42,2007-10-15,2007-10-21,,98,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,43,2007-10-22,2007-10-28,,107,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,44,2007-10-29,2007-11-04,,171,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,45,2007-11-05,2007-11-11,,157,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,46,2007-11-12,2007-11-18,,198,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,47,2007-11-19,2007-11-25,,213,,,,,,0,,,,,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,48,2007-11-26,2007-12-02,,162,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,49,2007-12-03,2007-12-09,,210,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,50,2007-12-10,2007-12-16,,230,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,51,2007-12-17,2007-12-23,,219,0,,0,,0,0,0,0,1,1,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2007,52,2007-12-24,2007-12-30,,149,0,,0,,0,0,0,0,2,2,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,1,2007-12-31,2008-01-06,,107,0,,0,,0,0,0,0,1,1,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,2,2008-01-07,2008-01-13,,174,0,,0,,0,0,4,0,2,6,6,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,3,2008-01-14,2008-01-20,,196,0,,0,,3,3,0,0,1,1,4,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,4,2008-01-21,2008-01-27,,330,1,,4,,7,12,0,0,1,1,13,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,5,2008-01-28,2008-02-03,,345,0,,0,,9,9,0,0,14,14,23,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,6,2008-02-04,2008-02-10,,308,0,,0,,4,4,4,0,5,9,13,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,7,2008-02-11,2008-02-17,,352,0,,0,,12,12,0,0,15,15,27,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,8,2008-02-18,2008-02-24,,428,0,,0,,7,7,0,0,20,20,27,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,9,2008-02-25,2008-03-02,,352,0,,0,,6,6,0,0,6,6,12,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,10,2008-03-03,2008-03-09,,296,0,,0,,9,9,0,0,4,4,13,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,11,2008-03-10,2008-03-16,,336,0,,0,,2,2,0,0,5,5,7,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,12,2008-03-17,2008-03-23,,256,0,,0,,2,2,0,0,1,1,3,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,13,2008-03-24,2008-03-30,,195,0,,0,,0,0,0,0,2,2,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,14,2008-03-31,2008-04-06,,165,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,15,2008-04-07,2008-04-13,,170,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,16,2008-04-14,2008-04-20,,60,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,17,2008-04-21,2008-04-27,,98,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,18,2008-04-28,2008-05-04,,113,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,19,2008-05-05,2008-05-11,,84,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,20,2008-05-12,2008-05-18,,84,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,21,2008-05-19,2008-05-25,,61,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,22,2008-05-26,2008-06-01,,75,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,23,2008-06-02,2008-06-08,,50,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,24,2008-06-09,2008-06-15,,65,0,,,,,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,25,2008-06-16,2008-06-22,,70,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,26,2008-06-23,2008-06-29,,58,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,27,2008-06-30,2008-07-06,,28,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,28,2008-07-07,2008-07-13,,29,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,29,2008-07-14,2008-07-20,,7,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,30,2008-07-21,2008-07-27,,5,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,31,2008-07-28,2008-08-03,,4,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,32,2008-08-04,2008-08-10,,6,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,33,2008-08-11,2008-08-17,,5,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,34,2008-08-18,2008-08-24,,15,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,35,2008-08-25,2008-08-31,,6,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,36,2008-09-01,2008-09-07,,10,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,37,2008-09-08,2008-09-14,,20,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,38,2008-09-15,2008-09-21,,64,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,39,2008-09-22,2008-09-28,,83,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,40,2008-09-29,2008-10-05,,44,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,41,2008-10-06,2008-10-12,,46,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,42,2008-10-13,2008-10-19,,97,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,43,2008-10-20,2008-10-26,,148,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,44,2008-10-27,2008-11-02,,130,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,45,2008-11-03,2008-11-09,,104,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,46,2008-11-10,2008-11-16,,145,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,47,2008-11-17,2008-11-23,,140,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,48,2008-11-24,2008-11-30,,119,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,49,2008-12-01,2008-12-07,,116,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,50,2008-12-08,2008-12-14,,202,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,51,2008-12-15,2008-12-21,,163,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2008,52,2008-12-22,2008-12-28,,159,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,1,2008-12-29,2009-01-04,,70,1,,0,,0,1,0,0,0,0,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,2,2009-01-05,2009-01-11,,206,6,,0,,0,6,0,0,0,0,6,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,3,2009-01-12,2009-01-18,,188,9,,0,,0,9,0,0,0,0,9,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,4,2009-01-19,2009-01-25,,249,23,,0,,0,23,0,0,0,0,23,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,5,2009-01-26,2009-02-01,,239,37,,0,,0,37,0,0,0,0,37,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,6,2009-02-02,2009-02-08,,299,32,,0,,0,32,0,0,0,0,32,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,7,2009-02-09,2009-02-15,,375,72,,5,,0,77,0,0,0,0,77,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,8,2009-02-16,2009-02-22,,300,55,,0,,0,55,0,0,0,0,55,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,9,2009-02-23,2009-03-01,,66,19,,0,,0,19,0,0,0,0,19,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,10,2009-03-02,2009-03-08,,277,28,,0,,0,28,0,0,0,0,28,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,11,2009-03-09,2009-03-15,,209,7,,0,,0,7,0,0,0,0,7,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,12,2009-03-16,2009-03-22,,240,3,,0,,0,3,0,0,0,0,3,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,13,2009-03-23,2009-03-29,,144,1,,0,,0,1,0,0,0,0,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,14,2009-03-30,2009-04-05,,193,0,,0,,1,1,0,0,0,0,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,15,2009-04-06,2009-04-12,,100,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,16,2009-04-13,2009-04-19,,155,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,17,2009-04-20,2009-04-26,,114,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,18,2009-04-27,2009-05-03,,115,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,19,2009-05-04,2009-05-10,,127,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,20,2009-05-11,2009-05-17,,97,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,21,2009-05-18,2009-05-24,,93,0,,0,,0,0,0,0,1,1,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,22,2009-05-25,2009-05-31,,125,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,23,2009-06-01,2009-06-07,,69,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,24,2009-06-08,2009-06-14,100,100,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,25,2009-06-15,2009-06-21,49,49,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,26,2009-06-22,2009-06-28,49,49,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,27,2009-06-29,2009-07-05,95,95,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,28,2009-07-06,2009-07-12,45,45,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,29,2009-07-13,2009-07-19,73,73,0,,0,,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,30,2009-07-20,2009-07-26,50,50,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,31,2009-07-27,2009-08-02,67,67,0,,0,,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,32,2009-08-03,2009-08-09,44,44,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,33,2009-08-10,2009-08-16,64,64,0,,0,0,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,34,2009-08-17,2009-08-23,53,53,0,0,0,0,0,0,0,0,0,0,0,,No Activity
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,35,2009-08-24,2009-08-30,77,77,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,36,2009-08-31,2009-09-06,106,106,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,37,2009-09-07,2009-09-13,95,95,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,38,2009-09-14,2009-09-20,136,136,11,0,0,0,0,11,0,0,0,0,11,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,39,2009-09-21,2009-09-27,123,123,0,0,0,0,0,0,0,0,0,0,0,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,40,2009-09-28,2009-10-04,117,117,0,0,0,0,2,2,0,0,0,0,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,41,2009-10-05,2009-10-11,157,157,0,4,0,0,0,4,0,0,0,0,4,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,42,2009-10-12,2009-10-18,414,414,0,132,0,0,0,132,0,0,0,0,132,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,43,2009-10-19,2009-10-25,840,840,0,355,0,0,0,355,0,0,0,0,355,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,44,2009-10-26,2009-11-01,1354,1354,0,306,0,0,0,306,0,0,0,0,306,,Regional Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,45,2009-11-02,2009-11-08,734,734,0,292,0,0,0,292,0,0,0,0,292,,Widespread Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,46,2009-11-09,2009-11-15,336,336,0,55,0,,0,55,0,,0,0,55,,Widespread Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,47,2009-11-16,2009-11-22,197,197,0,55,0,,0,55,0,,0,0,55,,Regional Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,48,2009-11-23,2009-11-29,163,163,0,34,0,0,0,34,0,0,0,0,34,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,49,2009-11-30,2009-12-06,157,157,0,23,0,0,0,23,0,0,0,0,23,,Local Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,50,2009-12-07,2009-12-13,175,175,0,17,0,0,0,17,0,0,0,0,17,,Regional Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,51,2009-12-14,2009-12-20,198,198,0,28,0,0,0,28,0,0,0,0,28,,Regional Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,52,2009-12-21,2009-12-27,198,198,0,14,0,0,0,14,0,0,0,0,14,,Regional Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2009,53,2009-12-28,2010-01-03,,,,,,,,,,,,,,,No Report
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,1,2010-01-04,2010-01-10,171,171,0,8,0,0,0,8,0,0,0,0,8,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,2,2010-01-11,2010-01-17,97,97,0,23,0,0,0,23,0,0,0,0,23,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,3,2010-01-18,2010-01-24,107,107,0,23,0,0,2,25,0,0,1,1,26,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,4,2010-01-25,2010-01-31,159,159,0,28,0,0,0,28,0,0,0,0,28,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,5,2010-02-01,2010-02-07,131,131,0,37,0,0,0,37,0,0,0,0,37,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,6,2010-02-08,2010-02-14,188,188,0,6,0,0,0,6,0,0,37,37,43,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,7,2010-02-15,2010-02-21,100,100,0,3,0,0,0,3,0,0,36,36,39,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,8,2010-02-22,2010-02-28,265,265,0,8,0,0,0,8,0,0,108,108,116,,Widespread Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,9,2010-03-01,2010-03-07,196,196,0,0,0,0,0,0,0,0,86,86,86,,Widespread Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,10,2010-03-08,2010-03-14,136,136,0,0,0,0,0,0,0,0,64,64,64,,Widespread Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,11,2010-03-15,2010-03-21,146,146,0,0,0,0,0,0,0,0,41,41,41,,Widespread Outbreak
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,12,2010-03-22,2010-03-28,95,95,0,0,0,0,0,0,0,0,17,17,17,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,13,2010-03-29,2010-04-04,129,129,0,0,0,0,0,0,0,0,33,33,33,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,14,2010-04-05,2010-04-11,77,77,0,0,0,0,0,0,0,0,4,4,4,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,15,2010-04-12,2010-04-18,95,95,0,0,0,0,0,0,0,0,2,2,2,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,16,2010-04-19,2010-04-25,55,55,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
Mongolia,Western Pacific Region of WHO,Eastern Asia,2010,17,2010-04-26,2010-05-02,89,89,0,0,0,0,0,0,0,0,1,1,1,,Sporadic
